rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId
7,930. 구 서부경찰서 건너편,18,257,37.60166168,126.92030334,ST-478
20,931. 역촌파출소,35,175,37.60473633,126.91533661,ST-479
10,932. 예일여중,9,90,37.61000443,126.91639709,ST-480
10,933. 역촌종합시장 버스정류장(예일여고 방면),30,300,37.61248398,126.91487885,ST-481
10,934. 신사동 성당,15,150,37.59714127,126.90959930,ST-1020
10,937. 상림마을 롯데캐슬2단지 옆,27,270,37.64585114,126.92379761,ST-1023
10,938. 금암 문화공원,12,120,37.64468384,126.91845703,ST-1024
15,939. 은평구청 교차로,6,40,37.60169983,126.92742157,ST-1025
13,941. 은평뉴타운 도서관,7,54,37.63722229,126.93330383,ST-1027
9,942. 상림마을 생태공원,13,144,37.64408112,126.92928314,ST-1028
10,945. 기자촌 사거리,9,90,37.63414001,126.93234253,ST-1031
10,946. 독바위역 ,9,90,37.61843872,126.93288422,ST-1032
10,947. 연신내 선일하이츠빌 정류소,0,0,37.62266922,126.91999054,ST-1033
10,948. 디지털미디어 시티역 4번출구(DMC역),7,70,37.57720184,126.90235138,ST-1034
6,949. 연신내역 1번 출구 ,15,250,37.61978149,126.92080688,ST-1035
15,950. 구산역 2번 출구 예일여고 버스정류장,10,67,37.60950851,126.91652679,ST-1036
10,952. 서울연신중학교,4,40,37.62265015,126.92524719,ST-1038
10,953. 서울연신초등학교,3,30,37.62577820,126.92881775,ST-1039
10,954. 은평뉴타운구파발9단지,32,320,37.64260864,126.92147827,ST-1329
9,956. 응암시장교차로,15,167,37.59441376,126.91801453,ST-1331
13,958. 본 서부병원 버스정류장(은평 세무서 방면),26,200,37.60036087,126.92281342,ST-1479
10,959. 구파발10단지 인근,6,60,37.64366150,126.91455841,ST-1480
15,960. 구파발역 환승센터,26,173,37.63825226,126.91945648,ST-1481
8,961. 불광역 9번 출구,16,200,37.61096954,126.92980957,ST-1482
10,962. 은평뉴타운 힐데스하임,10,100,37.63925934,126.91890717,ST-1483
13,963. 대호프라자아파트,11,85,37.61442947,126.93257904,ST-1484
10,964. 북한산힐스테이트 7차아파트,9,90,37.61654282,126.92512512,ST-1485
10,965. 서울특별시 은평병원,10,100,37.59347916,126.92318726,ST-1486
10,966. 서울혁신파크1,10,100,37.60903168,126.93467712,ST-1487
13,967. 서울혁신파크2,1,8,37.60890961,126.93241882,ST-1488
7,968. 은평뉴타운 상림마을 13단지,1,14,37.64208984,126.92941284,ST-1489
9,969. 은평 지웰테라스,0,0,37.64339447,126.93213654,ST-1490
10,971. 역촌 센트레빌 아파트,10,100,37.60232925,126.90654755,ST-1674
20,972. 수색역,34,170,37.58216095,126.89492798,ST-1751
10,973.제각말푸르지오 5-1단지 아파트,1,10,37.63734818,126.93584442,ST-2241
10,974.연신초등학교옆 마을마당,9,90,37.62672043,126.92901611,ST-2242
10,975.백련산 힐스테이트상가앞,0,0,37.59036255,126.92301178,ST-2243
10,976.진관고등학교앞,12,120,37.64350891,126.92410278,ST-2244
10,977.신도중학교앞,11,110,37.63310242,126.93150330,ST-2245
10,978.녹번 힐스테이트상가앞,6,60,37.60100937,126.93592834,ST-2246
10,979.원풍빌라앞,3,30,37.59186172,126.90608215,ST-2247
10,982. 녹번초등학교(서오릉로),19,190,37.60412598,126.92508698,ST-2250
5,984.상신초등학교앞 버스정류장,1,20,37.59580994,126.91026306,ST-2252
10,985. 은평세무서 버스정류장(은평구청 방면),23,230,37.60119247,126.92638397,ST-2253
10,989. 신응교(가좌로) 앞,10,100,37.59181213,126.91483307,ST-2257
10,991.흥국사 정류장,10,100,37.65676880,126.94200897,ST-2259
10,992.북한산입구 정류장,6,60,37.65842819,126.94606018,ST-2260
15,993.은평뉴타운 은뜨락아파트앞,0,0,37.63028717,126.91956329,ST-2261
10,994.북한산생태공원입구(교통섬),0,0,37.61050797,126.93853760,ST-2262
10,995.은평다목적체육관,6,60,37.63140869,126.92540741,ST-2263
10,996.응암역2번출구 국민은행 앞,18,180,37.59996796,126.91572571,ST-2264
15,1001. 광진교 남단 사거리(천호공원 방면),0,0,37.54179382,127.12474823,ST-485
10,1002. 해공공원(천호동),22,220,37.54526520,127.12593842,ST-486
20,1003. 해공도서관앞,1,5,37.54395676,127.12548828,ST-487
10,1004. 삼성광나루아파트 버스정류장,18,180,37.55332947,127.12886810,ST-488
10,1006. 롯데캐슬 115동앞,9,90,37.55486679,127.14279938,ST-490
14,1007.암사동 선사유적지,18,129,37.55955887,127.13087463,ST-491
9,1008. 암사역 3번출구(국민은행앞),12,133,37.54957581,127.12718201,ST-492
20,1009. 천호역4번출구(현대백화점),6,30,37.53866577,127.12424469,ST-493
20,1010. 강동세무서,0,0,37.53450775,127.13840485,ST-494
20,1011. LIGA 아파트 앞,1,5,37.53474426,127.13528442,ST-495
15,1012. 서울 상운차량,4,27,37.53600693,127.12272644,ST-496
15,1013. 강동구청역 1번 출입구,9,60,37.53071594,127.12098694,ST-497
13,1015. 샛마을 근린공원,24,185,37.55003738,127.14691162,ST-499
10,1016. 해뜨는 주유소옆 리엔파크 109동앞,4,40,37.55939865,127.17118073,ST-500
20,1017. 둔촌고교입구 교차로(길동주민센터 방면),14,70,37.53544617,127.14518738,ST-501
15,1018. 둔촌 주공 GS 맞은편,7,47,37.52458954,127.13542175,ST-830
10,1019. 다성이즈빌아파트(호원대 대각선 맞은편),13,130,37.52679443,127.13005829,ST-502
15,1020. 강동경찰서,24,160,37.52825165,127.12680054,ST-503
15,1021. 강일동 리슈빌 빌딩앞,74,493,37.56427383,127.17397308,ST-504
20,1022. 길동 사거리(초소앞),1,5,37.53377914,127.13799286,ST-505
22,1023. 한국종합기술사옥 앞,29,132,37.54998398,127.17470551,ST-1040
10,1024.  강동구청 앞,34,340,37.52929688,127.12315369,ST-1041
10,1025. 상일초등학교,20,200,37.54684067,127.17251587,ST-1042
14,1026. 대명초교 입구 교차로,3,21,37.54653549,127.15583801,ST-1043
20,1027. 프라자 아파트 앞,23,115,37.53596115,127.14781952,ST-1044
10,1028. 포레스 주상복합 빌딩,3,30,37.53310776,127.12277222,ST-1045
10,1029. 성내어울터,3,30,37.53655624,127.12553406,ST-1046
15,1030. 미호 플랜트 앞,6,40,37.52703094,127.12206268,ST-1047
15,1031. 올림픽로 836(아리수로),41,273,37.55582047,127.12991333,ST-1048
20,1032. 선사고등학교,71,355,37.55672836,127.13626099,ST-1049
17,1033. 고덕동 아남아파트,6,35,37.55793381,127.14476776,ST-1050
10,1034. 고덕동 래미안 힐스테이트,11,110,37.56187820,127.15078735,ST-1051
25,1035. 고덕역 4번출구,13,52,37.55509567,127.15528107,ST-1052
10,1036. 고덕동 주양쇼핑,2,20,37.55199051,127.15331268,ST-1053
10,1037. 강일리버파크 6단지,42,420,37.56256485,127.17761230,ST-1054
10,1038. 강일 다솜 어린이 공원,54,540,37.56863785,127.17480469,ST-1055
7,1039. 고덕초등학교,12,171,37.56129837,127.16784668,ST-1056
10,1041. 묘곡초등학교,14,140,37.55916214,127.15332031,ST-1058
10,1042. 강일리버파크 2~5단지,67,670,37.56854630,127.17700958,ST-1059
15,1044. 굽은다리역,41,273,37.54540634,127.14267731,ST-1061
10,1047. 강동 한신휴플러스,16,160,37.53647232,127.13715363,ST-1369
13,1048. 둔촌어린이공원,39,300,37.53099442,127.14237213,ST-1370
10,1049. 강일리버파크 10단지,67,670,37.56120300,127.18026733,ST-1371
15,1050.  둔촌역 3번 출입구,5,33,37.52678299,127.13557434,ST-1420
15,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",27,180,37.55483627,127.13732147,ST-1421
10,1052. 리싸이클시티,1,10,37.55644989,127.15682220,ST-1593
8,1053. 동명근린공원 진입로 (아리수로),27,338,37.56254578,127.16448212,ST-1594
10,1054. 말우물 어린이 공원,15,150,37.56002808,127.16967773,ST-1595
10,1056. 강일리버파크 7~11단지,44,440,37.56335449,127.17905426,ST-1597
15,1057. 능골근린공원,19,127,37.55580902,127.17374420,ST-1598
12,1058. 고덕숲 아이파크 1,4,33,37.55348206,127.16505432,ST-1623
15,1059. 래미안 강동팰리스(102동),1,7,37.53822708,127.13174438,ST-1626
6,1060. 천일초교 사거리,3,50,37.54467010,127.13267517,ST-1620
10,1061. 천호초교 입구 사거리(일주빌딩),6,60,37.54689789,127.13466644,ST-1621
10,1062. 고덕숲 아이파크 2,3,30,37.55107880,127.16259766,ST-1622
10,1063.강동롯데캐슬퍼스트 아파트(관리동),7,70,37.55666351,127.14273834,ST-1762
10,1064.중앙보훈병원역 1번출구,13,130,37.52779388,127.14764404,ST-1763
10,1065.보훈병원 후문옆(더 원커피),0,0,37.53120804,127.14926910,ST-1764
10,1066.생태공원앞 교차로(조명탑),0,0,37.53776550,127.15201569,ST-1765
10,1067.한영중고앞사거리,1,10,37.54903412,127.15605164,ST-1766
10,1068.명일파출소,0,0,37.55364990,127.15622711,ST-1767
10,1069.강동경희대학교병원 입구,1,10,37.55305481,127.15688324,ST-1830
10,1070.(시립)고덕평생학습관,0,0,37.55570221,127.15792084,ST-1831
10,1071.명일근린공원공동체텃밭,0,0,37.55568695,127.15991211,ST-1832
15,1072.고덕역 5번출구,2,13,37.55486298,127.15372467,ST-1833
10,1073.SSTS 몰 앞,11,110,37.54114532,127.14105225,ST-1834
15,1074.대명초교입구 사거리,25,167,37.54683685,127.14916229,ST-1835
10,1075.천동초교 삼거리,31,310,37.54136276,127.13718414,ST-1836
10,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),9,90,37.53989410,127.14103699,ST-1837
15,1077.강동역 1번출구 앞,0,0,37.53620529,127.13256073,ST-1838
25,1078.둔촌사거리,22,88,37.52197647,127.13362122,ST-1839
10,1079.강일동입구교차로,80,800,37.56184387,127.17084503,ST-1840
10,1080.엘웨딩,1,10,37.53683090,127.12841797,ST-1841
20,1081.트레빌빌딩,0,0,37.53699875,127.12953186,ST-1842
10,1082.중앙보훈병원역3번출구,0,0,37.52956009,127.14900970,ST-1843
15,1083.광문고교사거리(아이파크),6,40,37.56036758,127.15659332,ST-1844
20,1084. 윤선생빌딩(JYP사옥),22,110,37.52392960,127.12912750,ST-1687
20,1085.래미안 솔베뉴(고덕로),17,85,37.55456924,127.14587402,ST-1845
10,1086.래미안 솔베뉴(구천면로),3,30,37.55059814,127.14545441,ST-1846
12,1088.풍납사거리(강동),4,33,37.52812195,127.11952209,ST-1848
10,1089.고덕 래미안힐스테이트(201동),3,30,37.56060028,127.14669800,ST-1849
17,1090.상일동역 2번출구 앞,24,141,37.55678940,127.16614532,ST-1850
10,1101. 개화동상사마을종점 버스정류장,18,180,37.58161163,126.79859924,ST-507
10,1102. 방화사거리 마을버스 버스정류장,10,100,37.57364273,126.81180573,ST-508
10,1103. 방화역 4번출구앞,24,240,37.57710648,126.81199646,ST-831
10,1105. 방화근린공원,23,230,37.58162308,126.81265259,ST-509
10,1106. 신방화사거리,36,360,37.57303238,126.81645203,ST-824
8,1108. 공항시장역 2번출구 뒤,15,188,37.56387329,126.81060791,ST-510
6,1109. 공항시장역 4번출구,16,267,37.56334686,126.81048584,ST-511
20,1111. 마곡엠밸리6_7단지 마곡중학교,9,45,37.56698227,126.82180023,ST-512
15,1112. 마곡엠밸리4단지 정문,15,100,37.56857681,126.82477570,ST-513
15,1113. 서남환경공원 버스정류장,35,233,37.57312393,126.82238770,ST-514
10,1117. 등촌5단지아파트 버스정류장,16,160,37.55819702,126.84426117,ST-834
10,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),17,170,37.55746078,126.86145782,ST-516
6,1119. 염창동 한마음아파트 앞,12,200,37.55425262,126.86756134,ST-517
25,1120. 대림경동아파트앞,41,164,37.56478500,126.85464478,ST-518
15,1121. 가양레포츠센터 앞,16,107,37.55947876,126.86437988,ST-519
17,1122. 황금내근린공원,37,218,37.56193161,126.86386871,ST-520
11,1124. 발산역 6번 출구 뒤,19,173,37.55817795,126.83845520,ST-522
13,1125. 명덕고교입구(영종빌딩),12,92,37.55291367,126.83657074,ST-835
7,1126. 우장산역 1번출구옆(우장산아이파크105동앞),17,243,37.54890823,126.83656311,ST-523
10,1127. 화곡역 버스정류장,12,120,37.54098129,126.83854675,ST-524
10,1128. 화곡역 6번출구,3,30,37.54141235,126.84022522,ST-829
7,1129. 화곡역 1번 출구 앞,5,71,37.54209900,126.84021759,ST-525
7,1130. 화곡본동시장 버스정류장,0,0,37.54275131,126.84262085,ST-526
8,1131. 꿈돌이공원 앞,19,238,37.54644394,126.84545898,ST-527
10,1132. 등촌역 7번출구,23,230,37.55110931,126.86370850,ST-528
16,1135. 강서구의회,26,163,37.54653168,126.86254883,ST-530
10,1136. 등촌2파출소,2,20,37.54478836,126.86199951,ST-531
10,1137. 등촌2동주민센터,7,70,37.54126358,126.86337280,ST-532
8,1139. 용문사 버스정류장,9,113,37.53650665,126.86333466,ST-533
17,1140. 목동사거리 버스정류장,39,229,37.53139877,126.86360931,ST-534
10,1141. 곰달래 문화복지센터 1-1,86,860,37.52906036,126.84848022,ST-535
10,1145. 곰달래 문화복지센터 1-2,7,70,37.52891922,126.84808350,ST-536
10,1146. 곰달래사거리,13,130,37.53033829,126.83825684,ST-537
10,1148. 볏골공원,19,190,37.54146957,126.84477997,ST-538
13,1149. 신방화역환승주차장,22,169,37.56728363,126.81827545,ST-975
7,1150. 송정역 1번출구,17,243,37.56153107,126.81069946,ST-1062
25,1151. 마곡역1번출구,10,40,37.56020737,126.82414246,ST-1063
30,1152. 마곡역교차로,19,63,37.55831146,126.82652283,ST-1064
17,"1153. 발산역 1번, 9번 인근 대여소",7,41,37.55894852,126.83717346,ST-1065
10,1155. 기쁜우리복지관,32,320,37.56925964,126.84841919,ST-1067
8,1157. 강서구청,37,463,37.55065918,126.84976959,ST-1069
20,1158. 가양역 8번출구,22,110,37.56103516,126.85481262,ST-1249
20,1159. 서서울모터리움 앞,4,20,37.56585312,126.84659576,ST-1250
20,1160. 양천향교역 7번출구앞,8,40,37.56768036,126.84089661,ST-1251
10,1161. 강서면허시험장 앞,5,50,37.54969406,126.81966400,ST-1252
10,1162. 공항초등학교건너편,18,180,37.56267929,126.82047272,ST-1253
10,1163. 방화동강서기동대앞,31,310,37.57049942,126.82008362,ST-1254
20,1165. 마곡중학교 후문,17,85,37.56844711,126.82164764,ST-1338
10,1166. 강서구립등빛도서관,22,220,37.56256866,126.84246063,ST-1351
15,1167. 마곡수명산파크3단지 교차로,43,287,37.55350876,126.82586670,ST-1352
14,1168. 마곡엠밸리10단지 앞,28,200,37.56029129,126.81875610,ST-1402
8,1169. 염창역 1번 출구,6,75,37.54719925,126.87448883,ST-1506
11,1170. 강서구보건소,13,118,37.54917908,126.86879730,ST-1507
8,1171. 염창동 새마을금고 건너편,11,138,37.55004883,126.87316132,ST-1508
8,1172. 가양3동 주민센터,21,263,37.56124878,126.86058044,ST-1509
15,1173. 강서구청사거리(SH타워),28,187,37.55625916,126.85331726,ST-1510
9,1174. 강서구청사거리(부민병원),12,133,37.55659866,126.85147095,ST-1511
15,1175. 대한항공 인력개발센터,13,87,37.55437851,126.85753632,ST-1512
15,1177. 수명중․고교,25,167,37.55010986,126.82367706,ST-1514
10,1178. 개화산역 2번 출구,7,70,37.57247162,126.80616760,ST-1515
15,1180. 마곡엠밸리 15단지(1502동) 건너편,37,247,37.55746841,126.82971954,ST-1517
10,1181. 농수산식품공사 (강서지사),16,160,37.55104446,126.81849670,ST-1518
20,1182. KBS 스포츠월드,19,95,37.55687714,126.84880829,ST-1519
10,1183. KC 대학교,9,90,37.54832077,126.85340118,ST-1520
21,1184. 마곡13단지,73,348,37.55644989,126.81597900,ST-1645
20,1185. 등촌9단지,33,165,37.56290054,126.84947205,ST-1646
10,1186. 송정중학교,23,230,37.55472946,126.81609344,ST-1647
15,1187. 강서수산물도매시장,20,133,37.55302048,126.81836700,ST-1676
8,1188. 롯데중앙연구소,20,250,37.57138062,126.82833862,ST-1708
14,1190. 마곡역 교차로(2번출구),1,7,37.56050110,126.82665253,ST-1709
13,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",2,15,37.56024170,126.82716370,ST-1689
20,1192. 마곡수명산파크 209동 건너편,41,205,37.55545044,126.82689667,ST-1710
51,1193. 마곡센트럴타워 1차,28,55,37.55947113,126.83207703,ST-1688
10,1194. 센서텍㈜,9,90,37.56330109,126.83682251,ST-1711
24,1195. 코오롱One&Only타워,50,208,37.56412888,126.83431244,ST-1712
11,1196. 서울식물원(문화센터) 건너편,10,91,37.56824112,126.83583069,ST-1713
20,1197. 엠펠리체 호텔 건너편,8,40,37.56024170,126.83580780,ST-1714
12,1198. LG 사이언스파크,2,17,37.56254959,126.82743835,ST-1715
13,1199. 우장산역 3번출구,17,131,37.54782104,126.83612823,ST-1694
10,1200. 개화광역환승센터,4,40,37.57844925,126.79897308,ST-1695
15,1201. 가락시장역 3번 출구,14,93,37.49317932,127.11854553,ST-838
20,1203. 밀리아나2빌딩 앞,13,65,37.49372864,127.12062073,ST-737
10,1204. 거여역 3번출구,2,20,37.49334335,127.14472961,ST-930
15,1205. 종합운동장역 4번출구,0,0,37.51042938,127.07137299,ST-539
20,1206. 9호선종합운동장역 9번출구,0,0,37.51128006,127.07823944,ST-540
10,1207. 마천중앙시장,19,190,37.49975586,127.15250397,ST-738
25,1208. 풍납현대아파트쉼터,12,48,37.52974701,127.11996460,ST-541
20,1209. 잠실나루역 (2번 출구 쪽),9,45,37.52045059,127.10420227,ST-542
30,1210. 롯데월드타워(잠실역2번출구 쪽),12,40,37.51312637,127.10095978,ST-891
9,1211. 방이삼거리,4,44,37.51210403,127.10778046,ST-739
10,1212. 송파역 2번 출구앞,6,60,37.49941254,127.11286926,ST-839
12,1213. 백토공원 앞,1,8,37.50831985,127.13321686,ST-543
10,1214. 오금역 7번 출구 인근,5,50,37.50259399,127.12764740,ST-740
15,1215. 올림픽공원역 1번출구 앞,0,0,37.51657104,127.13153839,ST-544
15,1217. 송파파인타운 7단지,2,13,37.47930527,127.12979889,ST-545
12,1218. 방이역 4번출구,6,50,37.50896835,127.12583923,ST-892
15,1220. 잠실근린공원,11,73,37.50569153,127.08403778,ST-546
10,1221. 삼전역 4번출구,3,30,37.50419998,127.08753204,ST-933
23,1222. 잠실새내역 5번 출구 뒤,4,17,37.51198196,127.08505249,ST-547
15,1224. 아시아지하보도 2번 출구,1,7,37.51216888,127.07893372,ST-548
10,1226. 잠실4동 주민센터 옆,2,20,37.52007675,127.11236572,ST-894
10,1227. 거여역 8번출구 뒤,9,90,37.49312592,127.14382172,ST-895
10,1228. 마천사거리 ,28,280,37.49769974,127.14620209,ST-896
15,1229. 송파체육문화회관 앞,6,40,37.49068832,127.14312744,ST-549
10,1230. 송파중학교 정문,3,30,37.49567032,127.13059235,ST-897
13,1231. 잠실역 6번출구,0,0,37.51408768,127.09902954,ST-840
10,1232. 잠실주공 521동 건너편,10,100,37.51208878,127.09619141,ST-550
9,1233. 잠실3거리(갤러리아팰리스),5,56,37.51050949,127.09336853,ST-551
14,1235. 잠실트리지움310동 옆,3,21,37.50887299,127.08716583,ST-553
13,1239. 문정 법조단지3,0,0,37.48084259,127.11801147,ST-899
10,1240. 문정 법조단지4,2,20,37.48057556,127.11856842,ST-900
10,1241. 문정 법조단지5,2,20,37.48123932,127.11979675,ST-901
10,1242. 문정 법조단지6,13,130,37.48163223,127.11916351,ST-902
29,1243. 문정 법조단지7,6,21,37.48453140,127.12016296,ST-903
11,1244. 문정 법조단지8,1,9,37.48153687,127.12212372,ST-904
10,1245. 문정 법조단지9,6,60,37.47946548,127.12532806,ST-905
30,1246. 문정 법조단지10,1,3,37.47750854,127.12632751,ST-906
15,1247. 문정 법조단지11,1,7,37.47882080,127.12351227,ST-907
25,1248. 방이초등학교,9,36,37.51396179,127.12167358,ST-908
10,1249. 아주중학교건너편,3,30,37.50546265,127.07734680,ST-909
10,1250.문정2동 주민센터,11,110,37.48987198,127.11083984,ST-981
10,1251. 석촌역 2번출구,2,20,37.50593185,127.10774994,ST-1070
10,1253. 오금역 3번 출구 뒤,1,10,37.50165176,127.12818146,ST-1072
8,1256. 문정현대아파트 교차로,0,0,37.49113083,127.12580872,ST-1075
20,1257. 가락시장역 사거리,11,55,37.49209976,127.11775208,ST-1076
10,1258. 가락미륭아파트 앞,1,10,37.49319839,127.12899780,ST-1077
20,1259. 방이역 1번출구,3,15,37.50898361,127.12659454,ST-1078
8,1260. 방이동 한양3차아파트 옆,2,25,37.50630188,127.12139893,ST-1079
10,1262. 송파여성문화회관 앞,1,10,37.50580215,127.10971832,ST-1081
10,1263. 장지공영차고지,0,0,37.48054123,127.13701630,ST-1082
8,1264. 천호역 10번 출구 앞,1,13,37.53858185,127.12280273,ST-1083
10,1265. 문정동 근린공원,8,80,37.48598862,127.12476349,ST-1084
10,1266. 문정동 글샘 공원,0,0,37.47880936,127.12000275,ST-1085
15,1267. 올림픽공원 남2문 앞,3,20,37.51424026,127.12306976,ST-1086
15,1268. 몽촌토성역 1번출구 옆,3,20,37.51728821,127.11419678,ST-1087
10,1269. 리센츠아파트 ,10,100,37.51194382,127.09121704,ST-1088
15,1271. 송파도서관,11,73,37.49998474,127.13539124,ST-1089
20,1274. 영파여고 앞,7,35,37.53284836,127.12104797,ST-1092
15,1275. 거여초등학교 옆,33,220,37.50458908,127.13936615,ST-1367
8,1277. 성내6교,21,263,37.50375748,127.13709259,ST-1408
16,1278. 송파구청 교차로,0,0,37.51579666,127.10681915,ST-1409
10,1279. 마천금호어울림 1차아파트 건너편,1,10,37.49751663,127.15467834,ST-1410
13,1280. 송파파크데일 2단지입구 앞 주차장,14,108,37.49565887,127.15717316,ST-1411
10,1282. 송파소방서 맞은편(성내4교),31,310,37.49987411,127.14147949,ST-1413
8,1283. 오금공원 사거리,0,0,37.50541306,127.13169098,ST-1414
10,1285. 위례별 유치원 뒤,7,70,37.47747040,127.14459229,ST-1416
10,1286. 위례중앙푸르지오 1단지 앞,3,30,37.47437668,127.14067078,ST-1417
8,1287. 위례아이파크 101동 맞은편,0,0,37.47753143,127.14151764,ST-1418
15,1288. 문정중교 사거리,0,0,37.48799896,127.13108826,ST-1419
10,1289. 풍납토성 서성벽터B,9,90,37.53147125,127.11109161,ST-1422
10,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,2,20,37.47458267,127.13754272,ST-1579
10,1291. 서울체육고등학교 앞,8,80,37.52193832,127.13186646,ST-1580
14,1293. 석촌호수 서호 사거리,1,7,37.50656128,127.09655762,ST-1582
25,1295. 잠실역 8번출구,14,56,37.51396179,127.10030365,ST-1584
10,1296. 석촌호수교차로 (송파나루근린공원 앞),2,20,37.50867844,127.10343170,ST-1585
15,1297. 석촌호수교차로(동호 팔각정 앞),1,7,37.50920105,127.10411835,ST-1586
15,1299. 송파소방서 (방이119안전센터),16,107,37.51987839,127.13671112,ST-1588
15,1300. 오륜사거리,29,193,37.50693893,127.13922119,ST-1589
5,1302. 한성대입구역6번출구 뒤,5,100,37.58876419,127.00630951,ST-825
10,1303. 돈암초교 입구,1,10,37.59169388,127.01249695,ST-931
10,1304. 만해공원,0,0,37.59440231,126.99230957,ST-826
15,1305. 성북구청,5,33,37.58932877,127.01643372,ST-947
10,1306. 한성대입구역2번출구,6,60,37.58844757,127.00670624,ST-842
18,1308. 안암로터리 버스정류장 앞,1,6,37.58259201,127.02897644,ST-827
8,1314. 정릉꿈에그린1단지 201동 앞,5,63,37.60243988,127.01168823,ST-559
10,1315. 고려사대부속중고 정문,0,0,37.60776138,127.00328064,ST-560
10,1316. 고려사대부속중고 건너편 ,6,60,37.60726166,127.00283813,ST-562
14,1318. 길음역 3번출구 뒤,4,29,37.60308456,127.02478790,ST-563
10,1319. 종암사거리 분수대,15,150,37.60304260,127.03327179,ST-564
14,1321. 국민은행 종암동지점 앞,26,186,37.59328842,127.03666687,ST-655
10,1322. 래미안라센트아파트 103동 앞,17,170,37.59806824,127.03927612,ST-565
10,1323. 월곡역 입구 육교 밑,10,100,37.60043335,127.04020691,ST-567
10,1325. 상월곡역 4번출구,8,80,37.60580826,127.04773712,ST-571
10,1326. 상월곡역 1번출구,18,180,37.60606766,127.04731750,ST-572
10,1327. 상월곡역 3번출구,24,240,37.60734177,127.05068207,ST-574
10,1328. 월곡역 3번출구,8,80,37.60262680,127.04163361,ST-910
10,1332. 석계역 5번출구 건너편,31,310,37.61355591,127.06609344,ST-578
20,1333. 석관초등학교 앞,85,425,37.61052322,127.05979919,ST-579
10,1334. 석관동주민센터 앞,17,170,37.61299896,127.06130981,ST-580
30,1336. 성북3교 위,5,17,37.59125137,127.01400757,ST-1200
13,1337. 돈암성당 옆,22,169,37.59038162,127.01713562,ST-1201
15,1338. 용문2교 옆,13,87,37.58689880,127.02075195,ST-1202
9,1339. 삼성전자서비스 성북센터,1,11,37.61056900,127.03350830,ST-1203
11,1340. 광운초등학교 앞,11,100,37.61784363,127.05500031,ST-1204
10,1342. 성북쉼터 앞,1,10,37.59261703,126.99793243,ST-1206
10,1343. 한성대7번출구 앞,2,20,37.58924866,127.00737762,ST-1207
10,1344. 아리랑시네센터 앞,6,60,37.60028839,127.01370239,ST-1208
15,1346. 길음8골어린이공원 옆,6,40,37.60897827,127.02024841,ST-1210
10,1347. 길음래미안아파트817동 상가 앞,3,30,37.60710526,127.02149963,ST-1211
12,1348. 성북제일새마을금고 본점 앞,25,208,37.60475159,127.02275848,ST-1212
10,1349. 월계2교 버스정류장 앞,30,300,37.62382889,127.05020142,ST-1213
8,1351. 안암2교 옆,7,88,37.57944870,127.02419281,ST-1215
8,1352. e 편한세상 보문아파트 내,2,25,37.58388138,127.01709747,ST-1216
8,1353. 금호어울림센터힐 내,0,0,37.60083008,127.02355194,ST-1217
22,1354. 고려대학교 2번출구,25,114,37.59071350,127.03619385,ST-1317
25,1355. 보문2교,29,116,37.58869934,127.01891327,ST-1347
10,1357. 북한산보국문역,7,70,37.61207199,127.00813293,ST-1383
7,1358. 정릉도서관 앞,21,300,37.60478973,127.01058197,ST-1384
20,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,30,150,37.61980057,127.04509735,ST-1385
10,1360. 정릉역,8,80,37.60309601,127.01350403,ST-1386
20,1361. 홍익중고 입구,17,85,37.59296799,127.00223541,ST-1424
12,1362. 보문역6번출구 앞,9,75,37.58519745,127.01966858,ST-1454
25,1363. 보문4교 인근,20,80,37.58375168,127.02194977,ST-1455
10,1364. 성북동 치안센터 앞,3,30,37.59017181,127.00408936,ST-1456
10,1365. 선잠단지 앞,2,20,37.59336090,126.99909210,ST-1457
10,1366. 일신초등학교 옆,21,210,37.59972000,127.04038239,ST-1458
10,1367. 길음문화복합미디어센터,16,160,37.60404587,127.02265930,ST-1459
10,1368. 성신여대입구 교차로,14,140,37.59148026,127.02010345,ST-1460
15,1369. 미아사거리,6,40,37.60913086,127.03002930,ST-1633
10,1370. 복자사랑 피정의 집,0,0,37.59453964,126.99520874,ST-1634
20,1372. KEB은행 고대점,0,0,37.58644485,127.03160095,ST-1636
8,1373. 성북구보건소 건너편,6,75,37.60229111,127.03897858,ST-1637
20,1375. 생명의 전화 종합복지관 앞 교차로,21,105,37.60390854,127.03737640,ST-1723
7,1376. 한국과학기술연구원 중문,11,157,37.59732056,127.04380798,ST-1745
10,1377. 한국과학기술연구원 북문,4,40,37.60395813,127.04534149,ST-1746
10,1379.길음뉴타운푸르지오아파트 3단지,10,100,37.60935974,127.01817322,ST-2221
10,1380.월곡역 5번출구 앞,34,340,37.60108566,127.04123688,ST-2222
18,1381.석계역 4번출구 뒤,42,233,37.61478424,127.06700134,ST-2223
10,1382.래미안월곡아파트 입구,30,300,37.60853577,127.03639221,ST-2406
